1489736477 0 875 0 0 0
1490014049 0 976 0 0 0
1490231108 0 976 0 19 0
1490234597 0 976 0 19 0
1490235847 0 977 0 19 0
1490326443 0 996 0 19 0
1490584854 0 1014 0 19 0
1490612819 0 1034 0 19 0
1490704507 0 1043 0 19 0
1490753184 0 1055 0 19 0
1490766897 0 1064 0 19 0
1491360749 30 1064 0 19 0
1491816681 39 1064 0 19 0
1493092751 102 1064 0 19 0
1494900642 114 1064 0 19 0
1498709363 150 1064 0 19 0
1507519726 150 1064 0 19 75
1507639536 150 1064 0 19 75
1507639802 209 1064 0 19 75
1507639935 210 1064 0 19 75
1515072299 1359 1064 0 19 75
1516072253 1411 1064 0 19 75
1523434838 1420 1064 0 19 75
1525837882 1441 1064 0 19 75
1528982051 1469 1064 0 19 75
1528982237 1528 1064 0 19 75
1534323178 1540 1064 0 19 75
1535370325 1569 1064 0 19 75
1545633063 1569 1064 13 19 75
1545633170 1569 1064 16 19 75
1545739023 1569 1064 26 19 75
