1489736477 0 1 0 0 0
1490014049 0 2 0 0 0
1490231108 0 2 0 1 0
1490234597 0 3 0 1 0
1490235847 0 4 0 1 0
1490326443 0 5 0 1 0
1490584854 0 6 0 1 0
1490612819 0 7 0 1 0
1490704507 0 8 0 1 0
1490753184 0 9 0 1 0
1490766897 0 10 0 1 0
1491360749 1 10 0 1 0
1491816681 2 10 0 1 0
1493092751 3 10 0 1 0
1494900642 4 10 0 1 0
1498709363 5 10 0 1 0
1507519726 5 10 0 1 1
1507639536 5 11 0 1 1
1507639802 6 11 0 1 1
1507639935 7 11 0 1 1
1515072299 8 11 0 1 1
1516072253 9 11 0 1 1
1523434838 10 11 0 1 1
1525837882 11 11 0 1 1
1528982051 12 11 0 1 1
1528982237 13 11 0 1 1
1534323178 14 11 0 1 1
1535370325 15 11 0 1 1
1545633063 15 11 1 1 1
1545633170 15 11 2 1 1
1545739023 15 11 3 1 1
